EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore
1293,0.5515,Medium,OvertimeRisk,1.928,0,Increases Attrition Risk,FrequentTraveler,0.8546,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6678,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,39,Travel_Frequently,Life Sciences,Divorced,4127,2,No,4,3,3,3.333333333,1.333333333,0.539,0.25,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
183,0.5459,Medium,OvertimeRisk,1.8631,1,Increases Attrition Risk,StockOptionLevel,1.156,0.0,Increases Attrition Risk,NumCompaniesWorked,0.561,1.0,Increases Attrition Risk,Sales,Sales Representative,Female,41,Travel_Rarely,Marketing,Single,3140,4,Yes,2,2,2,2.333333333,0.666666667,0.595,0.8,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
749,0.5492,Medium,OvertimeRisk,2.2063,0,Increases Attrition Risk,StockOptionLevel,1.0714,0.0,Increases Attrition Risk,Age,-0.5053,26.0,Reduces Attrition Risk,Sales,Sales Executive,Male,26,Non-Travel,Medical,Single,4969,2,No,1,2,3,1.333333333,1.0,0.539,0.25,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",55.0
1470,0.5503,Medium,OvertimeRisk,2.1292,0,Increases Attrition Risk,StockOptionLevel,1.0824,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7947,2.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,34,Travel_Rarely,Medical,Married,4404,4,No,3,2,4,2.0,1.333333333,0.418,0.57,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
547,0.553,Medium,OvertimeRisk,1.8939,0,Increases Attrition Risk,StockOptionLevel,1.2119,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8636,1.0,Increases Attrition Risk,Sales,Sales Representative,Male,29,Travel_Rarely,Life Sciences,Single,2642,1,No,3,3,3,2.666666667,1.333333333,0.333,0.5,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
886,0.5499,Medium,OvertimeRisk,2.2124,0,Increases Attrition Risk,StockOptionLevel,1.1944,0.0,Increases Attrition Risk,JobSatisfaction,-0.454,4.0,Reduces Attrition Risk,Sales,Sales Executive,Male,25,Travel_Rarely,Life Sciences,Single,4950,4,No,4,3,3,2.666666667,1.333333333,0.466,0.67,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",55.0
707,0.5521,Medium,OvertimeRisk,2.0982,1,Increases Attrition Risk,StockOptionLevel,1.0365,0.0,Increases Attrition Risk,JobSatisfaction,-0.6169,2.0,Reduces Attrition Risk,Sales,Sales Executive,Female,40,Non-Travel,Life Sciences,Single,13194,1,Yes,2,2,2,2.666666667,0.666666667,0.702,0.04,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",55.0
858,0.5539,Medium,OvertimeRisk,2.3213,1,Increases Attrition Risk,StockOptionLevel,1.2777,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7549,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,44,Travel_Rarely,Life Sciences,Single,2936,6,Yes,3,3,3,2.666666667,1.333333333,0.333,0.86,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
261,0.5486,Medium,OvertimeRisk,2.0444,0,Increases Attrition Risk,StockOptionLevel,1.15,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8106,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,32,Travel_Frequently,Life Sciences,Married,2794,5,No,2,2,1,2.333333333,0.333333333,0.548,0.83,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,55.0
294,0.5529,Medium,OvertimeRisk,2.1186,1,Increases Attrition Risk,StockOptionLevel,1.4147,0.0,Increases Attrition Risk,JobSatisfaction,-0.5203,4.0,Reduces Attrition Risk,Sales,Sales Executive,Male,26,Travel_Rarely,Marketing,Single,5828,8,Yes,4,4,3,2.666666667,1.666666667,0.285,0.89,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",55.0
1196,0.5378,Medium,OvertimeRisk,2.2829,0,Increases Attrition Risk,StockOptionLevel,1.2225,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7531,4.0,Increases Attrition Risk,Research & Development,Manager,Male,49,Travel_Rarely,Life Sciences,Single,15379,8,No,3,3,3,2.0,1.333333333,0.655,0.33,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
1349,0.5369,Medium,OvertimeRisk,2.1049,0,Increases Attrition Risk,FrequentTraveler,1.0262,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8306,2.0,Increases Attrition Risk,Research & Development,Manager,Male,40,Travel_Rarely,Life Sciences,Divorced,16823,19,No,1,1,3,0.666666667,0.666666667,0.339,0.83,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
802,0.5396,Medium,OvertimeRisk,2.2343,1,Increases Attrition Risk,StockOptionLevel,1.2696,0.0,Increases Attrition Risk,JobSatisfaction,-0.7001,3.0,Reduces Attrition Risk,Sales,Sales Executive,Male,50,Travel_Frequently,Other,Single,4728,0,Yes,3,4,3,3.333333333,1.666666667,0.488,0.0,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0
807,0.5405,Medium,OvertimeRisk,1.9813,0,Increases Attrition Risk,StockOptionLevel,1.1857,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8398,7.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,52,Travel_Rarely,Life Sciences,Single,10445,8,No,2,2,3,2.333333333,1.0,0.602,0.42,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
903,0.5398,Medium,OvertimeRisk,2.0906,0,Increases Attrition Risk,FrequentTraveler,1.0685,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8091,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,27,Travel_Rarely,Life Sciences,Divorced,2517,5,No,3,1,3,1.666666667,0.666666667,0.333,0.83,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
443,0.54,Medium,OvertimeRisk,2.2861,0,Increases Attrition Risk,StockOptionLevel,1.1322,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6908,1.0,Reduces Attrition Risk,Sales,Sales Executive,Male,36,Non-Travel,Medical,Single,9980,10,No,4,2,2,3.0,0.666666667,0.371,0.91,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0
1115,0.5364,Medium,OvertimeRisk,2.0357,0,Increases Attrition Risk,FrequentTraveler,1.0193,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5148,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,48,Travel_Rarely,Other,Married,2367,8,No,1,3,2,2.333333333,1.0,0.202,0.73,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0
1197,0.5413,Medium,OvertimeRisk,2.1097,1,Increases Attrition Risk,StockOptionLevel,1.2217,0.0,Increases Attrition Risk,JobSatisfaction,-0.6319,3.0,Reduces Attrition Risk,Sales,Sales Executive,Male,41,Travel_Rarely,Life Sciences,Single,7082,2,Yes,3,4,3,3.333333333,1.666666667,0.619,0.09,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0
139,0.5429,Medium,OvertimeRisk,2.0026,0,Increases Attrition Risk,StockOptionLevel,1.1811,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6802,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,25,Travel_Rarely,Life Sciences,Married,8639,2,No,3,1,3,2.0,0.666666667,0.539,0.29,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
104,0.5424,Medium,OvertimeRisk,2.1646,0,Increases Attrition Risk,StockOptionLevel,1.1502,0.0,Increases Attrition Risk,JobSatisfaction,-0.6428,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,34,Travel_Rarely,Other,Single,4809,16,No,3,1,3,2.0,0.666666667,0.444,0.94,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",54.0
1453,0.5441,Medium,OvertimeRisk,1.6715,0,Increases Attrition Risk,FrequentTraveler,0.6517,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5746,7.0,Increases Attrition Risk,Sales,Sales Executive,Male,50,Travel_Frequently,Life Sciences,Divorced,6728,6,No,3,2,3,2.666666667,1.0,0.44,0.46,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
196,0.5433,Medium,OvertimeRisk,2.0745,1,Increases Attrition Risk,FrequentTraveler,0.9352,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8406,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,37,Travel_Rarely,Life Sciences,Married,3564,8,Yes,1,2,2,1.333333333,0.666666667,0.335,0.89,0.733,Retention,Understand employee expectations and strengthen long-term retention strategies.,54.0
318,0.5312,Medium,OvertimeRisk,1.7647,0,Increases Attrition Risk,StockOptionLevel,1.1667,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8676,2.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,52,Travel_Rarely,Medical,Married,4941,8,No,2,3,2,1.333333333,1.0,0.356,0.67,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1356,0.5256,Medium,OvertimeRisk,1.7763,0,Increases Attrition Risk,FrequentTraveler,0.7973,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6652,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,36,Travel_Rarely,Marketing,Married,5507,4,No,2,3,1,2.0,0.666666667,0.513,0.31,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
575,0.5263,Medium,OvertimeRisk,2.2723,0,Increases Attrition Risk,StockOptionLevel,1.3212,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5953,2.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,34,Travel_Rarely,Life Sciences,Single,3280,4,No,4,2,3,3.0,1.0,0.43,0.36,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1123,0.5324,Medium,OvertimeRisk,2.149,1,Increases Attrition Risk,StockOptionLevel,1.261,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6243,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,29,Travel_Rarely,Medical,Single,4723,10,Yes,1,2,3,2.0,1.0,0.478,0.91,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1179,0.5265,Medium,OvertimeRisk,1.9736,0,Increases Attrition Risk,StockOptionLevel,1.1386,0.0,Increases Attrition Risk,NumCompaniesWorked,0.4825,1.0,Increases Attrition Risk,Sales,Sales Representative,Female,20,Travel_Rarely,Medical,Single,2783,2,No,3,3,3,2.0,1.333333333,0.479,0.67,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
159,0.5267,Medium,OvertimeRisk,1.9013,0,Increases Attrition Risk,FrequentTraveler,0.8764,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5557,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,40,Travel_Rarely,Marketing,Married,10855,12,No,4,3,2,2.0,1.0,0.456,0.75,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",53.0
141,0.528,Medium,OvertimeRisk,2.1939,0,Increases Attrition Risk,StockOptionLevel,1.0948,0.0,Increases Attrition Risk,ExperienceRatio,-0.453,0.31,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,32,Travel_Rarely,Medical,Single,4200,5,No,1,1,4,0.666666667,1.0,0.595,0.45,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",53.0
1035,0.5305,Medium,OvertimeRisk,1.9496,1,Increases Attrition Risk,NumCompaniesWorked,0.9958,2.0,Increases Attrition Risk,FrequentTraveler,0.9513,0.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,45,Travel_Rarely,Medical,Divorced,10851,7,Yes,1,2,3,0.666666667,1.0,0.667,0.28,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1163,0.5293,Medium,OvertimeRisk,1.7427,0,Increases Attrition Risk,StockOptionLevel,1.2815,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6139,9.0,Increases Attrition Risk,Sales,Sales Executive,Male,35,Travel_Rarely,Medical,Married,10306,13,No,1,4,3,2.0,1.666666667,0.51,0.81,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1139,0.5289,Medium,OvertimeRisk,2.051,1,Increases Attrition Risk,NumCompaniesWorked,1.0092,2.0,Increases Attrition Risk,FrequentTraveler,0.6877,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,50,Travel_Frequently,Medical,Married,11245,30,Yes,3,2,3,2.333333333,1.0,0.412,0.91,0.733,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
50,0.5252,Medium,OvertimeRisk,1.9871,0,Increases Attrition Risk,StockOptionLevel,1.151,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9176,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Life Sciences,Married,2269,1,No,4,4,3,4.0,1.666666667,0.524,0.5,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1415,0.5326,Medium,OvertimeRisk,2.2627,0,Increases Attrition Risk,StockOptionLevel,1.1359,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8423,2.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,47,Travel_Rarely,Medical,Single,8633,17,No,3,1,3,1.666666667,0.666666667,0.519,0.65,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
383,0.5322,Medium,OvertimeRisk,2.1644,0,Increases Attrition Risk,StockOptionLevel,1.2966,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5111,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,26,Travel_Frequently,Technical Degree,Single,3102,6,No,1,3,3,2.0,1.333333333,0.595,0.75,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",53.0
193,0.534,Medium,OvertimeRisk,1.9893,1,Increases Attrition Risk,StockOptionLevel,1.0136,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8349,3.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,35,Travel_Rarely,Life Sciences,Married,5916,1,Yes,3,2,3,1.333333333,1.0,0.464,0.11,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
888,0.5299,Medium,OvertimeRisk,1.6402,1,Increases Attrition Risk,StockOptionLevel,1.0663,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7069,3.0,Increases Attrition Risk,Research & Development,Research Director,Female,42,Travel_Frequently,Medical,Married,13191,1,Yes,1,1,3,1.333333333,0.666666667,0.643,0.05,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0
1326,0.5179,Medium,OvertimeRisk,2.3242,0,Increases Attrition Risk,StockOptionLevel,1.2159,0.0,Increases Attrition Risk,JobSatisfaction,-0.6981,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,42,Travel_Rarely,Life Sciences,Single,3968,0,No,3,4,3,3.333333333,1.666666667,0.381,0.0,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
438,0.5177,Medium,OvertimeRisk,1.9227,0,Increases Attrition Risk,StockOptionLevel,1.2086,0.0,Increases Attrition Risk,JobSatisfaction,-0.6055,2.0,Reduces Attrition Risk,Sales,Sales Representative,Male,30,Travel_Rarely,Marketing,Single,2983,3,No,2,4,3,2.0,1.666666667,0.383,0.6,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
68,0.5189,Medium,OvertimeRisk,1.9094,0,Increases Attrition Risk,NumCompaniesWorked,0.9199,2.0,Increases Attrition Risk,FrequentTraveler,0.7346,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,45,Travel_Rarely,Life Sciences,Divorced,9724,1,No,1,2,3,1.666666667,1.0,0.643,0.04,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
563,0.5156,Medium,OvertimeRisk,2.4155,1,Increases Attrition Risk,StockOptionLevel,1.3072,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7947,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,33,Travel_Rarely,Other,Single,2686,10,Yes,4,4,2,3.333333333,1.333333333,0.225,0.91,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
244,0.5172,Medium,OvertimeRisk,2.187,0,Increases Attrition Risk,FrequentTraveler,1.0114,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6349,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,40,Travel_Rarely,Technical Degree,Divorced,3319,9,No,4,1,3,1.666666667,0.666666667,0.471,0.9,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
195,0.5221,Medium,OvertimeRisk,2.086,0,Increases Attrition Risk,NumCompaniesWorked,0.9063,9.0,Increases Attrition Risk,FrequentTraveler,0.7747,0.0,Increases Attrition Risk,Research & Development,Manager,Male,45,Non-Travel,Medical,Married,16792,20,No,4,1,3,2.333333333,0.666666667,0.625,0.87,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
585,0.5184,Medium,OvertimeRisk,2.047,0,Increases Attrition Risk,FrequentTraveler,0.922,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7433,1.0,Increases Attrition Risk,Research & Development,Manager,Male,42,Travel_Frequently,Life Sciences,Divorced,18430,24,No,4,2,2,2.333333333,0.666666667,0.403,0.96,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
1214,0.5183,Medium,OvertimeRisk,1.8699,1,Increases Attrition Risk,FrequentTraveler,0.8793,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6983,1.0,Increases Attrition Risk,Sales,Sales Representative,Male,23,Travel_Rarely,Life Sciences,Divorced,2275,3,Yes,4,3,3,2.666666667,1.333333333,0.571,0.75,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
278,0.5161,Medium,OvertimeRisk,1.8231,1,Increases Attrition Risk,FrequentTraveler,0.9948,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5107,1.0,Increases Attrition Risk,Sales,Sales Executive,Female,38,Travel_Rarely,Medical,Divorced,5605,8,Yes,1,1,3,1.666666667,0.666666667,0.571,0.89,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
1286,0.5207,Medium,OvertimeRisk,2.308,0,Increases Attrition Risk,StockOptionLevel,1.1155,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5522,1.0,Reduces Attrition Risk,Sales,Sales Executive,Male,46,Non-Travel,Life Sciences,Single,7991,2,No,2,2,3,1.666666667,1.0,0.467,0.29,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
1465,0.5185,Medium,OvertimeRisk,1.9006,0,Increases Attrition Risk,StockOptionLevel,1.3762,0.0,Increases Attrition Risk,JobSatisfaction,-0.5084,3.0,Reduces Attrition Risk,Sales,Sales Representative,Female,26,Travel_Rarely,Other,Single,2966,4,No,3,4,3,3.0,1.666666667,0.5,0.67,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
1455,0.5171,Medium,OvertimeRisk,2.2173,0,Increases Attrition Risk,StockOptionLevel,1.1613,0.0,Increases Attrition Risk,JobSatisfaction,-0.534,3.0,Reduces Attrition Risk,Sales,Sales Executive,Female,45,Travel_Rarely,Life Sciences,Single,4850,5,No,3,4,3,3.0,1.666666667,0.512,0.56,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
546,0.524,Medium,OvertimeRisk,2.12,0,Increases Attrition Risk,FrequentTraveler,0.9651,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5547,0.547,Reduces Attrition Risk,Sales,Sales Executive,Male,30,Travel_Rarely,Marketing,Divorced,5304,8,No,4,3,2,3.333333333,1.0,0.547,0.73,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
967,0.5191,Medium,OvertimeRisk,1.8189,1,Increases Attrition Risk,StockOptionLevel,1.1831,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7585,7.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,58,Travel_Rarely,Medical,Married,10008,10,Yes,1,3,2,2.0,1.0,0.46,0.31,0.733,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
287,0.5219,Medium,OvertimeRisk,1.7903,1,Increases Attrition Risk,NumCompaniesWorked,0.6538,3.0,Increases Attrition Risk,DailyRate,-0.6078,920.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,44,Travel_Frequently,Life Sciences,Divorced,3161,1,Yes,3,4,1,3.333333333,1.0,0.595,0.05,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
211,0.5179,Medium,OvertimeRisk,1.778,0,Increases Attrition Risk,StockOptionLevel,1.3341,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6351,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Medical,Married,10400,14,No,4,4,2,2.666666667,1.333333333,0.3,0.93,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
1324,0.5152,Medium,OvertimeRisk,2.1505,0,Increases Attrition Risk,FrequentTraveler,0.9737,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7195,1.0,Increases Attrition Risk,Human Resources,Human Resources,Male,28,Non-Travel,Life Sciences,Divorced,2706,3,No,4,3,3,2.666666667,1.333333333,0.384,0.75,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
994,0.518,Medium,OvertimeRisk,1.9851,0,Increases Attrition Risk,StockOptionLevel,1.209,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6462,2.0,Increases Attrition Risk,Sales,Sales Executive,Male,25,Travel_Rarely,Life Sciences,Married,6232,3,No,3,1,2,2.0,0.333333333,0.394,0.43,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
596,0.5237,Medium,OvertimeRisk,2.3116,1,Increases Attrition Risk,StockOptionLevel,1.4096,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8157,7.0,Increases Attrition Risk,Research & Development,Research Director,Male,58,Travel_Rarely,Life Sciences,Single,19246,31,Yes,2,4,3,3.0,1.666666667,0.402,0.76,0.6,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
1001,0.5169,Medium,OvertimeRisk,1.6958,0,Increases Attrition Risk,StockOptionLevel,1.2906,0.0,Increases Attrition Risk,FrequentTraveler,0.457,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,52,Travel_Rarely,Other,Married,2950,5,No,1,3,1,2.0,0.666666667,0.381,0.38,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
1100,0.5173,Medium,OvertimeRisk,2.1973,0,Increases Attrition Risk,FrequentTraveler,1.1104,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6851,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,45,Travel_Rarely,Technical Degree,Divorced,7441,10,No,2,1,3,1.0,0.666666667,0.368,0.91,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
1202,0.516,Medium,OvertimeRisk,2.1668,1,Increases Attrition Risk,StockOptionLevel,1.2641,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6555,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,23,Travel_Rarely,Medical,Single,3989,5,Yes,3,4,3,2.0,1.666666667,0.311,0.83,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
319,0.5154,Medium,OvertimeRisk,2.1673,1,Increases Attrition Risk,StockOptionLevel,1.3184,0.0,Increases Attrition Risk,JobSatisfaction,-0.65,2.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,27,Travel_Rarely,Life Sciences,Single,2478,4,Yes,2,3,2,2.0,1.0,0.335,0.8,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",52.0
1365,0.5222,Medium,OvertimeRisk,2.1042,1,Increases Attrition Risk,FrequentTraveler,0.8411,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6005,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,28,Travel_Frequently,Life Sciences,Married,6834,7,Yes,4,3,3,2.666666667,1.333333333,0.44,0.88,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0
301,0.5078,Medium,OvertimeRisk,2.2832,0,Increases Attrition Risk,StockOptionLevel,1.4087,0.0,Increases Attrition Risk,NumCompaniesWorked,0.745,1.0,Increases Attrition Risk,Sales,Manager,Male,41,Travel_Rarely,Life Sciences,Single,16015,22,No,2,4,3,2.333333333,1.666666667,0.774,0.96,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,51.0
78,0.5115,Medium,OvertimeRisk,1.7636,1,Increases Attrition Risk,StockOptionLevel,1.297,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7736,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,45,Travel_Rarely,Other,Married,13245,0,Yes,1,4,4,2.0,2.0,0.571,0.0,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,51.0
64,0.5128,Medium,OvertimeRisk,2.0436,0,Increases Attrition Risk,StockOptionLevel,1.059,0.0,Increases Attrition Risk,Gender_Female,-0.4417,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,59,Travel_Rarely,Life Sciences,Single,7637,21,No,1,1,2,1.666666667,0.333333333,0.344,0.72,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",51.0
111,0.508,Medium,OvertimeRisk,2.2127,0,Increases Attrition Risk,StockOptionLevel,1.2066,0.0,Increases Attrition Risk,ExperienceRatio,-0.5467,0.45,Reduces Attrition Risk,Research & Development,Healthcare Representative,Female,51,Travel_Frequently,Medical,Single,7484,13,No,1,1,2,1.0,0.333333333,0.448,0.54,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",51.0
1126,0.5094,Medium,OvertimeRisk,2.2863,0,Increases Attrition Risk,FrequentTraveler,0.9934,1.0,Increases Attrition Risk,NumCompaniesWorked,0.8114,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,29,Travel_Frequently,Life Sciences,Divorced,8853,6,No,4,1,4,2.666666667,1.0,0.585,0.86,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,51.0
