EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3
328,0.0833,Low,OvertimeRisk,1.5167,1,Increases Attrition Risk,StockOptionLevel,1.0822,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5719,0.0,Reduces Attrition Risk
329,0.8306,High,OvertimeRisk,2.3277,0,Increases Attrition Risk,StockOptionLevel,1.1008,0.0,Increases Attrition Risk,JobSatisfaction,-0.545,4.0,Reduces Attrition Risk
330,0.0516,Low,OvertimeRisk,1.9791,0,Increases Attrition Risk,NumCompaniesWorked,0.8031,4.0,Increases Attrition Risk,MaritalStatus_Single,-0.6213,0.0,Reduces Attrition Risk
331,0.0939,Low,OvertimeRisk,2.1581,0,Increases Attrition Risk,NumCompaniesWorked,0.5391,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.529,0.0,Reduces Attrition Risk
332,0.4057,Medium,OvertimeRisk,2.0515,1,Increases Attrition Risk,FrequentTraveler,0.9121,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5165,1.0,Reduces Attrition Risk
333,0.1321,Low,OvertimeRisk,2.0283,0,Increases Attrition Risk,StockOptionLevel,1.1695,0.0,Increases Attrition Risk,JobSatisfaction,-0.6459,3.0,Reduces Attrition Risk
334,0.3464,Medium,OvertimeRisk,1.8972,0,Increases Attrition Risk,FrequentTraveler,0.6351,0.0,Increases Attrition Risk,DailyRate,-0.6212,1001.0,Reduces Attrition Risk
335,0.0669,Low,OvertimeRisk,1.8258,0,Increases Attrition Risk,NumCompaniesWorked,0.6317,9.0,Increases Attrition Risk,FrequentTraveler,0.576,0.0,Increases Attrition Risk
336,0.3636,Medium,OvertimeRisk,1.9804,1,Increases Attrition Risk,NumCompaniesWorked,0.6195,2.0,Increases Attrition Risk,CareerGrowthScore,-0.5508,0.679,Reduces Attrition Risk
337,0.7427,High,OvertimeRisk,2.1497,1,Increases Attrition Risk,StockOptionLevel,1.0535,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8642,1.0,Increases Attrition Risk
338,0.693,High,OvertimeRisk,2.1437,0,Increases Attrition Risk,StockOptionLevel,1.1894,0.0,Increases Attrition Risk,JobSatisfaction,-0.5714,4.0,Reduces Attrition Risk
339,0.0595,Low,OvertimeRisk,2.0183,0,Increases Attrition Risk,MaritalStatus_Single,-0.561,0.0,Reduces Attrition Risk,DailyRate,-0.4407,570.0,Reduces Attrition Risk
340,0.3263,Low,OvertimeRisk,1.9714,0,Increases Attrition Risk,FrequentTraveler,0.85,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5737,0.0,Reduces Attrition Risk
341,0.0707,Low,OvertimeRisk,2.1741,0,Increases Attrition Risk,FrequentTraveler,0.6454,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5919,7.0,Increases Attrition Risk
342,0.0467,Low,OvertimeRisk,1.7307,1,Increases Attrition Risk,FrequentTraveler,0.9208,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5096,0.0,Reduces Attrition Risk
343,0.3313,Medium,OvertimeRisk,1.8177,1,Increases Attrition Risk,StockOptionLevel,1.268,0.0,Increases Attrition Risk,NumCompaniesWorked,0.648,1.0,Increases Attrition Risk
344,0.0653,Low,OvertimeRisk,1.8837,1,Increases Attrition Risk,FrequentTraveler,0.673,0.0,Increases Attrition Risk,StockOptionLevel,-0.6218,2.0,Reduces Attrition Risk
345,0.0958,Low,OvertimeRisk,1.8779,0,Increases Attrition Risk,StockOptionLevel,1.1864,0.0,Increases Attrition Risk,JobRole_Sales Executive,-0.4876,0.0,Reduces Attrition Risk
346,0.3915,Medium,OvertimeRisk,2.1123,0,Increases Attrition Risk,FrequentTraveler,1.0839,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7771,1.0,Increases Attrition Risk
347,0.399,Medium,OvertimeRisk,2.0615,1,Increases Attrition Risk,StockOptionLevel,1.3437,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6275,6.0,Increases Attrition Risk
348,0.5892,Medium,OvertimeRisk,1.9857,0,Increases Attrition Risk,StockOptionLevel,1.1408,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6797,3.0,Increases Attrition Risk
349,0.2967,Low,OvertimeRisk,1.9026,0,Increases Attrition Risk,StockOptionLevel,1.1774,0.0,Increases Attrition Risk,JobSatisfaction,-0.7504,4.0,Reduces Attrition Risk
350,0.6454,Medium,OvertimeRisk,2.0509,0,Increases Attrition Risk,FrequentTraveler,0.7972,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6881,1.0,Increases Attrition Risk
351,0.0539,Low,OvertimeRisk,1.9406,1,Increases Attrition Risk,FrequentTraveler,0.6453,0.0,Increases Attrition Risk,DailyRate,-0.6111,544.0,Reduces Attrition Risk
352,0.1279,Low,OvertimeRisk,2.029,0,Increases Attrition Risk,FrequentTraveler,0.7459,0.0,Increases Attrition Risk,NumCompaniesWorked,0.695,1.0,Increases Attrition Risk
353,0.1498,Low,OvertimeRisk,1.5669,0,Increases Attrition Risk,NumCompaniesWorked,0.4913,3.0,Increases Attrition Risk,JobInvolvement,-0.4907,3.0,Reduces Attrition Risk
354,0.0883,Low,OvertimeRisk,1.7878,1,Increases Attrition Risk,NumCompaniesWorked,0.7103,4.0,Increases Attrition Risk,FrequentTraveler,0.6084,0.0,Increases Attrition Risk
355,0.107,Low,OvertimeRisk,1.754,1,Increases Attrition Risk,FrequentTraveler,0.5927,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.488,0.0,Reduces Attrition Risk
356,0.2777,Low,OvertimeRisk,2.0667,0,Increases Attrition Risk,FrequentTraveler,0.7949,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5858,1.0,Increases Attrition Risk
357,0.3485,Medium,OvertimeRisk,2.0598,0,Increases Attrition Risk,StockOptionLevel,1.1915,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7235,3.0,Increases Attrition Risk
358,0.7147,High,OvertimeRisk,1.8278,1,Increases Attrition Risk,StockOptionLevel,1.2337,0.0,Increases Attrition Risk,JobSatisfaction,-0.5888,2.0,Reduces Attrition Risk
359,0.2184,Low,OvertimeRisk,2.0953,0,Increases Attrition Risk,StockOptionLevel,1.1695,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.4655,1.0,Reduces Attrition Risk
360,0.7296,High,OvertimeRisk,1.9111,0,Increases Attrition Risk,FrequentTraveler,0.757,1.0,Increases Attrition Risk,NumCompaniesWorked,0.66,4.0,Increases Attrition Risk
361,0.3905,Medium,OvertimeRisk,1.8002,0,Increases Attrition Risk,StockOptionLevel,1.272,0.0,Increases Attrition Risk,NumCompaniesWorked,1.043,2.0,Increases Attrition Risk
362,0.0871,Low,OvertimeRisk,2.2212,1,Increases Attrition Risk,JobRole_Laboratory Technician,0.6329,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.4905,0.0,Reduces Attrition Risk
363,0.5761,Medium,OvertimeRisk,2.0347,0,Increases Attrition Risk,StockOptionLevel,1.0995,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7088,1.0,Increases Attrition Risk
364,0.6002,Medium,OvertimeRisk,1.7709,1,Increases Attrition Risk,StockOptionLevel,1.4526,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6239,1.0,Increases Attrition Risk
365,0.1689,Low,OvertimeRisk,1.7072,0,Increases Attrition Risk,FrequentTraveler,0.7211,0.0,Increases Attrition Risk,TotalWorkingYears,-0.5803,17.0,Reduces Attrition Risk
366,0.3013,Low,OvertimeRisk,1.9086,0,Increases Attrition Risk,StockOptionLevel,1.2527,0.0,Increases Attrition Risk,NumCompaniesWorked,0.947,2.0,Increases Attrition Risk
367,0.8149,High,OvertimeRisk,2.1723,0,Increases Attrition Risk,StockOptionLevel,1.1524,0.0,Increases Attrition Risk,JobSatisfaction,-0.5701,2.0,Reduces Attrition Risk
368,0.4959,Medium,OvertimeRisk,2.1185,0,Increases Attrition Risk,StockOptionLevel,1.2733,0.0,Increases Attrition Risk,NumCompaniesWorked,0.713,6.0,Increases Attrition Risk
369,0.3346,Medium,OvertimeRisk,2.1108,1,Increases Attrition Risk,MaritalStatus_Single,-0.6521,0.0,Reduces Attrition Risk,NumCompaniesWorked,0.6226,2.0,Increases Attrition Risk
370,0.2165,Low,OvertimeRisk,2.0655,1,Increases Attrition Risk,StockOptionLevel,1.2701,0.0,Increases Attrition Risk,JobSatisfaction,-0.4876,2.0,Reduces Attrition Risk
371,0.6083,Medium,OvertimeRisk,1.8911,0,Increases Attrition Risk,StockOptionLevel,1.2859,0.0,Increases Attrition Risk,JobSatisfaction,-0.7025,2.0,Reduces Attrition Risk
372,0.2677,Low,OvertimeRisk,2.2414,0,Increases Attrition Risk,StockOptionLevel,1.369,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6955,9.0,Increases Attrition Risk
373,0.3216,Low,OvertimeRisk,2.2083,0,Increases Attrition Risk,StockOptionLevel,1.1177,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6974,9.0,Increases Attrition Risk
374,0.1319,Low,OvertimeRisk,1.979,0,Increases Attrition Risk,FrequentTraveler,0.6348,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6335,1.0,Increases Attrition Risk
375,0.8394,High,OvertimeRisk,2.3551,0,Increases Attrition Risk,StockOptionLevel,1.2332,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6403,1.0,Increases Attrition Risk
376,0.6109,Medium,OvertimeRisk,2.2706,0,Increases Attrition Risk,StockOptionLevel,1.2058,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7123,8.0,Increases Attrition Risk
377,0.2183,Low,OvertimeRisk,1.5662,0,Increases Attrition Risk,FrequentTraveler,0.8635,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4793,0.0,Reduces Attrition Risk
378,0.1115,Low,OvertimeRisk,1.9221,0,Increases Attrition Risk,FrequentTraveler,0.7243,0.0,Increases Attrition Risk,DailyRate,-0.5818,329.0,Reduces Attrition Risk
379,0.7844,High,OvertimeRisk,2.3812,1,Increases Attrition Risk,StockOptionLevel,1.0994,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5639,8.0,Increases Attrition Risk
380,0.2517,Low,OvertimeRisk,2.1135,1,Increases Attrition Risk,StockOptionLevel,1.2992,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6425,2.0,Increases Attrition Risk
381,0.1036,Low,OvertimeRisk,1.8457,1,Increases Attrition Risk,FrequentTraveler,0.6895,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4877,0.0,Reduces Attrition Risk
382,0.3628,Medium,OvertimeRisk,1.6853,0,Increases Attrition Risk,NumCompaniesWorked,0.8484,1.0,Increases Attrition Risk,JobInvolvement,-0.5013,3.0,Reduces Attrition Risk
383,0.5322,Medium,OvertimeRisk,2.1644,0,Increases Attrition Risk,StockOptionLevel,1.2966,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5111,3.0,Reduces Attrition Risk
384,0.6812,High,OvertimeRisk,1.7892,0,Increases Attrition Risk,FrequentTraveler,1.0077,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8204,1.0,Increases Attrition Risk
385,0.2013,Low,OvertimeRisk,2.03,0,Increases Attrition Risk,NumCompaniesWorked,0.6329,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.5261,2532.0,Reduces Attrition Risk
386,0.5617,Medium,OvertimeRisk,2.1151,1,Increases Attrition Risk,StockOptionLevel,1.2287,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7873,9.0,Increases Attrition Risk
387,0.2423,Low,OvertimeRisk,1.9074,0,Increases Attrition Risk,FrequentTraveler,0.8446,0.0,Increases Attrition Risk,TotalWorkingYears,-0.507,18.0,Reduces Attrition Risk
388,0.0736,Low,OvertimeRisk,1.9044,0,Increases Attrition Risk,MaritalStatus_Single,-0.5657,0.0,Reduces Attrition Risk,DailyRate,-0.4697,759.0,Reduces Attrition Risk
389,0.5518,Medium,OvertimeRisk,2.3457,0,Increases Attrition Risk,FrequentTraveler,0.7409,0.0,Increases Attrition Risk,DailyRate,-0.566,201.0,Reduces Attrition Risk
390,0.4603,Medium,OvertimeRisk,1.7602,1,Increases Attrition Risk,StockOptionLevel,1.2708,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9319,2.0,Increases Attrition Risk
391,0.4924,Medium,OvertimeRisk,2.1258,0,Increases Attrition Risk,FrequentTraveler,0.921,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7611,1.0,Increases Attrition Risk
392,0.078,Low,OvertimeRisk,1.7091,0,Increases Attrition Risk,Gender_Female,-0.521,1.0,Reduces Attrition Risk,DailyRate,-0.5186,555.0,Reduces Attrition Risk
393,0.3056,Low,OvertimeRisk,1.8453,0,Increases Attrition Risk,FrequentTraveler,0.7643,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6794,4.0,Increases Attrition Risk
394,0.3412,Medium,OvertimeRisk,1.8889,0,Increases Attrition Risk,FrequentTraveler,0.8374,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4828,0.0,Reduces Attrition Risk
395,0.2006,Low,OvertimeRisk,1.6301,0,Increases Attrition Risk,FrequentTraveler,0.7369,0.0,Increases Attrition Risk,NumCompaniesWorked,0.687,1.0,Increases Attrition Risk
396,0.2166,Low,OvertimeRisk,1.9752,0,Increases Attrition Risk,NumCompaniesWorked,0.6175,7.0,Increases Attrition Risk,FrequentTraveler,0.5892,1.0,Increases Attrition Risk
397,0.2098,Low,OvertimeRisk,2.0402,1,Increases Attrition Risk,StockOptionLevel,1.2532,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6169,0.0,Reduces Attrition Risk
398,0.4148,Medium,OvertimeRisk,1.9381,1,Increases Attrition Risk,StockOptionLevel,1.137,0.0,Increases Attrition Risk,JobSatisfaction,-0.6019,4.0,Reduces Attrition Risk
399,0.2075,Low,OvertimeRisk,1.9257,1,Increases Attrition Risk,FrequentTraveler,0.7984,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7179,3.0,Increases Attrition Risk
400,0.2702,Low,OvertimeRisk,2.1112,0,Increases Attrition Risk,NumCompaniesWorked,0.6769,1.0,Increases Attrition Risk,FrequentTraveler,0.6703,0.0,Increases Attrition Risk
401,0.3289,Low,OvertimeRisk,2.1241,1,Increases Attrition Risk,FrequentTraveler,0.9001,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7473,1.0,Increases Attrition Risk
402,0.4698,Medium,OvertimeRisk,1.7368,0,Increases Attrition Risk,FrequentTraveler,0.8316,1.0,Increases Attrition Risk,Gender_Female,-0.5264,1.0,Reduces Attrition Risk
403,0.7826,High,OvertimeRisk,2.0288,0,Increases Attrition Risk,StockOptionLevel,1.009,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5434,2.0,Reduces Attrition Risk
404,0.7051,High,OvertimeRisk,2.0828,0,Increases Attrition Risk,FrequentTraveler,0.8834,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5169,0.0,Reduces Attrition Risk
405,0.3621,Medium,OvertimeRisk,2.0001,0,Increases Attrition Risk,FrequentTraveler,0.7593,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6252,1.0,Increases Attrition Risk
406,0.5005,Medium,OvertimeRisk,1.9043,0,Increases Attrition Risk,FrequentTraveler,0.7796,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5758,5.0,Increases Attrition Risk
407,0.3659,Medium,OvertimeRisk,1.9058,1,Increases Attrition Risk,StockOptionLevel,1.3799,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9366,2.0,Increases Attrition Risk
408,0.1988,Low,OvertimeRisk,1.9938,0,Increases Attrition Risk,FrequentTraveler,0.9421,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6969,3.0,Increases Attrition Risk
409,0.2179,Low,OvertimeRisk,1.9384,0,Increases Attrition Risk,StockOptionLevel,1.0955,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7904,2.0,Increases Attrition Risk
410,0.3185,Low,OvertimeRisk,1.7872,0,Increases Attrition Risk,FrequentTraveler,0.9444,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6465,2.0,Increases Attrition Risk
411,0.1441,Low,OvertimeRisk,1.874,0,Increases Attrition Risk,StockOptionLevel,1.2481,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6667,2.0,Increases Attrition Risk
412,0.2705,Low,OvertimeRisk,2.0036,0,Increases Attrition Risk,StockOptionLevel,1.065,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6481,5.0,Increases Attrition Risk
413,0.1134,Low,OvertimeRisk,1.7784,0,Increases Attrition Risk,NumCompaniesWorked,0.5867,2.0,Increases Attrition Risk,FrequentTraveler,0.5551,0.0,Increases Attrition Risk
414,0.0958,Low,OvertimeRisk,1.8259,0,Increases Attrition Risk,FrequentTraveler,0.7676,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5062,0.0,Reduces Attrition Risk
415,0.647,Medium,OvertimeRisk,2.0525,1,Increases Attrition Risk,StockOptionLevel,1.2329,0.0,Increases Attrition Risk,JobSatisfaction,-0.6339,2.0,Reduces Attrition Risk
416,0.3337,Medium,OvertimeRisk,1.6187,0,Increases Attrition Risk,FrequentTraveler,0.6402,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5197,0.0,Reduces Attrition Risk
417,0.2175,Low,OvertimeRisk,1.9309,1,Increases Attrition Risk,NumCompaniesWorked,0.7994,1.0,Increases Attrition Risk,DailyRate,-0.5721,1490.0,Reduces Attrition Risk
418,0.1214,Low,OvertimeRisk,1.7413,0,Increases Attrition Risk,StockOptionLevel,1.1192,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5669,0.0,Reduces Attrition Risk
419,0.1943,Low,OvertimeRisk,2.0635,0,Increases Attrition Risk,FrequentTraveler,1.0369,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5502,1.0,Increases Attrition Risk
420,0.3068,Low,OvertimeRisk,2.2648,0,Increases Attrition Risk,NumCompaniesWorked,0.8223,4.0,Increases Attrition Risk,JobRole_Laboratory Technician,0.5733,1.0,Increases Attrition Risk
421,0.4009,Medium,OvertimeRisk,2.1192,0,Increases Attrition Risk,StockOptionLevel,1.0914,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9567,1.0,Increases Attrition Risk
422,0.3687,Medium,OvertimeRisk,1.9556,0,Increases Attrition Risk,StockOptionLevel,1.4027,0.0,Increases Attrition Risk,JobSatisfaction,-0.5264,2.0,Reduces Attrition Risk
423,0.7126,High,OvertimeRisk,2.082,0,Increases Attrition Risk,StockOptionLevel,1.2701,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8183,1.0,Increases Attrition Risk
424,0.2051,Low,OvertimeRisk,2.01,0,Increases Attrition Risk,StockOptionLevel,0.8846,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5663,0.0,Reduces Attrition Risk
425,0.1561,Low,OvertimeRisk,1.8641,0,Increases Attrition Risk,FrequentTraveler,0.6164,0.0,Increases Attrition Risk,DailyRate,-0.5556,210.0,Reduces Attrition Risk
426,0.0242,Low,OvertimeRisk,1.8603,0,Increases Attrition Risk,MaritalStatus_Single,-0.564,0.0,Reduces Attrition Risk,FrequentTraveler,0.5259,0.0,Increases Attrition Risk
427,0.1028,Low,OvertimeRisk,1.9103,0,Increases Attrition Risk,StockOptionLevel,1.2034,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6911,1.0,Reduces Attrition Risk
428,0.3813,Medium,OvertimeRisk,1.9677,0,Increases Attrition Risk,StockOptionLevel,1.0193,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5814,0.0,Reduces Attrition Risk
429,0.099,Low,OvertimeRisk,1.7205,0,Increases Attrition Risk,FrequentTraveler,0.8412,0.0,Increases Attrition Risk,DailyRate,-0.5094,983.0,Reduces Attrition Risk
430,0.1205,Low,OvertimeRisk,1.9745,0,Increases Attrition Risk,StockOptionLevel,1.2439,0.0,Increases Attrition Risk,NumCompaniesWorked,0.715,6.0,Increases Attrition Risk
431,0.2866,Low,OvertimeRisk,2.1391,0,Increases Attrition Risk,StockOptionLevel,1.31,0.0,Increases Attrition Risk,JobSatisfaction,-0.5696,3.0,Reduces Attrition Risk
432,0.1549,Low,OvertimeRisk,1.9019,0,Increases Attrition Risk,StockOptionLevel,1.1102,0.0,Increases Attrition Risk,JobSatisfaction,-0.6394,3.0,Reduces Attrition Risk
433,0.0838,Low,OvertimeRisk,1.7847,0,Increases Attrition Risk,NumCompaniesWorked,0.7308,3.0,Increases Attrition Risk,FrequentTraveler,0.7128,0.0,Increases Attrition Risk
434,0.1526,Low,OvertimeRisk,1.593,1,Increases Attrition Risk,FrequentTraveler,0.8043,0.0,Increases Attrition Risk,Gender_Female,-0.4727,1.0,Reduces Attrition Risk
435,0.1395,Low,OvertimeRisk,1.961,0,Increases Attrition Risk,NumCompaniesWorked,0.8242,1.0,Increases Attrition Risk,FrequentTraveler,0.6532,0.0,Increases Attrition Risk
436,0.3263,Low,OvertimeRisk,1.741,1,Increases Attrition Risk,StockOptionLevel,1.1792,0.0,Increases Attrition Risk,NumCompaniesWorked,1.0976,7.0,Increases Attrition Risk
437,0.5963,Medium,OvertimeRisk,2.0658,0,Increases Attrition Risk,FrequentTraveler,0.9214,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6054,7.0,Increases Attrition Risk
438,0.5177,Medium,OvertimeRisk,1.9227,0,Increases Attrition Risk,StockOptionLevel,1.2086,0.0,Increases Attrition Risk,JobSatisfaction,-0.6055,2.0,Reduces Attrition Risk
439,0.1546,Low,OvertimeRisk,2.0807,1,Increases Attrition Risk,StockOptionLevel,1.2951,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8004,4.0,Increases Attrition Risk
440,0.2432,Low,OvertimeRisk,1.6993,0,Increases Attrition Risk,StockOptionLevel,1.0281,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7949,3.0,Increases Attrition Risk
441,0.4491,Medium,OvertimeRisk,1.7952,1,Increases Attrition Risk,FrequentTraveler,0.9966,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.5118,3316.67,Reduces Attrition Risk
442,0.3165,Low,OvertimeRisk,2.0551,0,Increases Attrition Risk,NumCompaniesWorked,0.6367,4.0,Increases Attrition Risk,DailyRate,-0.5394,1474.0,Reduces Attrition Risk
443,0.54,Medium,OvertimeRisk,2.2861,0,Increases Attrition Risk,StockOptionLevel,1.1322,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6908,1.0,Reduces Attrition Risk
444,0.5859,Medium,OvertimeRisk,2.0713,0,Increases Attrition Risk,StockOptionLevel,1.2081,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5915,5.0,Increases Attrition Risk
445,0.0945,Low,OvertimeRisk,1.7209,0,Increases Attrition Risk,MaritalStatus_Single,-0.6766,0.0,Reduces Attrition Risk,FrequentTraveler,0.5267,0.0,Increases Attrition Risk
446,0.4917,Medium,OvertimeRisk,2.0623,0,Increases Attrition Risk,StockOptionLevel,1.1856,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5516,0.713,Reduces Attrition Risk
447,0.4877,Medium,OvertimeRisk,2.2178,0,Increases Attrition Risk,StockOptionLevel,1.1956,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6031,7.0,Increases Attrition Risk
448,0.4392,Medium,OvertimeRisk,1.8367,0,Increases Attrition Risk,StockOptionLevel,1.3252,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.589,0.0,Reduces Attrition Risk
449,0.2544,Low,OvertimeRisk,2.0302,0,Increases Attrition Risk,StockOptionLevel,1.204,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5828,0.567,Reduces Attrition Risk
450,0.2256,Low,OvertimeRisk,2.0744,0,Increases Attrition Risk,FrequentTraveler,0.8335,1.0,Increases Attrition Risk,NumCompaniesWorked,0.5959,1.0,Increases Attrition Risk
451,0.7826,High,OvertimeRisk,2.3611,1,Increases Attrition Risk,StockOptionLevel,1.2449,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5061,3.0,Reduces Attrition Risk
452,0.6551,Medium,OvertimeRisk,2.0068,1,Increases Attrition Risk,NumCompaniesWorked,0.8941,1.0,Increases Attrition Risk,FrequentTraveler,0.8693,0.0,Increases Attrition Risk
453,0.2459,Low,OvertimeRisk,1.8564,0,Increases Attrition Risk,FrequentTraveler,0.6109,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5172,0.0,Reduces Attrition Risk
454,0.1003,Low,OvertimeRisk,1.9762,1,Increases Attrition Risk,FrequentTraveler,0.6611,1.0,Increases Attrition Risk,IncomePerJobLevel,-0.6526,2741.0,Reduces Attrition Risk
455,0.1075,Low,OvertimeRisk,2.0527,0,Increases Attrition Risk,NumCompaniesWorked,0.6155,4.0,Increases Attrition Risk,FrequentTraveler,0.5783,0.0,Increases Attrition Risk
456,0.2305,Low,OvertimeRisk,2.0718,0,Increases Attrition Risk,DailyRate,-0.6392,922.0,Reduces Attrition Risk,FrequentTraveler,0.5783,0.0,Increases Attrition Risk
457,0.2023,Low,OvertimeRisk,2.0229,0,Increases Attrition Risk,NumCompaniesWorked,0.7344,9.0,Increases Attrition Risk,FrequentTraveler,0.5725,0.0,Increases Attrition Risk
458,0.7689,High,OvertimeRisk,1.9932,1,Increases Attrition Risk,StockOptionLevel,1.2446,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8114,1.0,Increases Attrition Risk
459,0.7534,High,OvertimeRisk,1.8298,0,Increases Attrition Risk,FrequentTraveler,0.9183,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5563,3.0,Increases Attrition Risk
460,0.431,Medium,OvertimeRisk,2.5341,1,Increases Attrition Risk,StockOptionLevel,1.0441,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6039,2.0,Increases Attrition Risk
461,0.2389,Low,OvertimeRisk,2.0336,0,Increases Attrition Risk,IncomePerJobLevel,-0.6462,2153.0,Reduces Attrition Risk,MaritalStatus_Single,-0.5466,0.0,Reduces Attrition Risk
462,0.4185,Medium,OvertimeRisk,1.8761,0,Increases Attrition Risk,StockOptionLevel,1.0762,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5626,0.536,Reduces Attrition Risk
463,0.3905,Medium,OvertimeRisk,2.3236,0,Increases Attrition Risk,StockOptionLevel,1.2552,0.0,Increases Attrition Risk,JobSatisfaction,-0.5637,4.0,Reduces Attrition Risk
464,0.7585,High,OvertimeRisk,2.2199,1,Increases Attrition Risk,StockOptionLevel,1.1273,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7666,1.0,Increases Attrition Risk
465,0.1833,Low,OvertimeRisk,1.9066,0,Increases Attrition Risk,StockOptionLevel,1.2401,0.0,Increases Attrition Risk,NumCompaniesWorked,0.543,4.0,Increases Attrition Risk
466,0.2577,Low,OvertimeRisk,1.8598,0,Increases Attrition Risk,StockOptionLevel,1.2331,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5456,5.0,Increases Attrition Risk
467,0.3813,Medium,OvertimeRisk,1.8736,0,Increases Attrition Risk,FrequentTraveler,0.9174,0.0,Increases Attrition Risk,DailyRate,-0.4777,1276.0,Reduces Attrition Risk
468,0.4846,Medium,OvertimeRisk,2.0791,0,Increases Attrition Risk,FrequentTraveler,0.8919,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.6212,1.0,Reduces Attrition Risk
469,0.1136,Low,OvertimeRisk,1.9646,1,Increases Attrition Risk,NumCompaniesWorked,0.7026,3.0,Increases Attrition Risk,MaritalStatus_Single,-0.6122,0.0,Reduces Attrition Risk
